Model,Scenario,Region,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,Base gini imputed,Share of final consumption among GDP imputed
SHAPE_Gini,society,COL,Gini,NA,54.024551,45.4440258501685,38.2263146522177,32.15496656718269,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,COM,Gini,NA,61.571423,55.09008783225883,49.29101244527015,44.10237854906968,39.45992782852812,35.306166140227234,31.589651479801617,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,COM,Gini,NA,61.571423,52.873475940867564,45.40425284745329,38.99017683159425,33.4821915133498,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,COM,Gini,NA,61.571423,51.792255310806,43.56627765740791,36.646802452071526,30.82632260947355,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,COD,Gini,NA,47.859947,42.8219546570696,38.31428815941073,34.28112259046557,30.672509461039756,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,COD,Gini,NA,47.859947,41.09896495709863,35.29307962971253,30.307368349773704,28.289722647828828,28.289722647828828,28.289722647828828,28.289722647828828,28.289722647828828,28.289722647828828,28.289722647828828,28.289722647828828,28.289722647828828,28.289722647828828,28.289722647828828,28.289722647828828,28.289722647828828,FALSE,FALSE
SHAPE_Gini,society,COD,Gini,NA,47.859947,40.2585237340648,33.8644071888809,28.48584517976161,28.289642074558504,28.289642074558504,28.289642074558504,28.289642074558504,28.289642074558504,28.289642074558504,28.289642074558504,28.289642074558504,28.289642074558504,28.289642074558504,28.289642074558504,28.289642074558504,28.289642074558504,FALSE,FALSE
SHAPE_Gini,innovation,COG,Gini,NA,45.632988,40.829417195188306,36.531495778859345,32.68599640942445,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,COG,Gini,NA,45.632988,39.18659948995978,33.65086633350673,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,COG,Gini,NA,45.632988,38.38526462334558,32.28867108601929,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,CRI,Gini,NA,43.418301,38.84785991737516,34.758527749853776,31.099660416480067,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,CRI,Gini,NA,43.418301,37.284772406784334,32.017702706186185,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,CRI,Gini,NA,43.418301,36.52232839499946,30.721618319247085,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,CIV,Gini,NA,48.727535,43.598215733936605,39.008835870373446,34.90255851863358,31.228529741176814,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,CIV,Gini,NA,48.727535,41.84399229298765,35.93285995311705,30.856769482454514,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,CIV,Gini,NA,48.727535,40.988315852083446,34.47828904930558,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,HRV,Gini,NA,31.768972,28.42480119097737,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,26.2,FALSE,FALSE
SHAPE_Gini,service,HRV,Gini,NA,31.768972,27.281097217910578,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,25.52834707739548,FALSE,FALSE
SHAPE_Gini,society,HRV,Gini,NA,31.768972,26.723220426233237,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,25.278686343595755,FALSE,FALSE
SHAPE_Gini,innovation,CYP,Gini,NA,32.429966,29.01621545009878,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,27.20322268332858,FALSE,FALSE
SHAPE_Gini,service,CYP,Gini,NA,32.429966,27.848715256494124,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,27.197665466783448,FALSE,FALSE
SHAPE_Gini,society,CYP,Gini,NA,32.429966,27.279231126309323,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,27.129584664985135,FALSE,FALSE
SHAPE_Gini,innovation,CZE,Gini,NA,27.593084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,service,CZE,Gini,NA,27.593084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,society,CZE,Gini,NA,27.593084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,innovation,DNK,Gini,NA,24.335772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,service,DNK,Gini,NA,24.335772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,society,DNK,Gini,NA,24.335772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,innovation,DMA,Gini,NA,48.537525,43.428207196225735,38.85672333474591,34.766458156812995,31.10675602666158,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,27.969749127985953,TRUE,TRUE
SHAPE_Gini,service,DMA,Gini,NA,48.537525,41.68082424076439,35.79274199476575,30.736445424006632,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,28.006589341131605,TRUE,TRUE
SHAPE_Gini,society,DMA,Gini,NA,48.537525,40.82848445706101,34.343843099961774,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,28.010797335707846,TRUE,TRUE
SHAPE_Gini,innovation,DOM,Gini,NA,50.952999,45.58941556746213,40.790431428437785,36.496613861082416,32.65478634767082,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,DOM,Gini,NA,50.952999,43.75507395275807,37.57397080025314,32.26604720683562,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,DOM,Gini,NA,50.952999,42.86031740827628,36.052967330503755,30.326804184688047,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,ECU,Gini,NA,38.436932,34.390856288680546,30.770692007069613,29.399278351688217,29.399278351688217,29.399278351688217,29.399278351688217,29.399278351688217,29.399278351688217,29.399278351688217,29.399278351688217,29.399278351688217,29.399278351688217,29.399278351688217,29.399278351688217,29.399278351688217,29.399278351688217,FALSE,FALSE
SHAPE_Gini,service,ECU,Gini,NA,38.436932,33.00710135191715,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,28.34432102061972,FALSE,FALSE
SHAPE_Gini,society,ECU,Gini,NA,38.436932,32.33213231904822,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,27.196936017069266,FALSE,FALSE
SHAPE_Gini,innovation,EGY,Gini,NA,36.221001,32.408185960917855,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,EGY,Gini,NA,36.221001,31.104206003613722,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,EGY,Gini,NA,36.221001,30.46814967074838,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,SLV,Gini,NA,41.751915,37.356886562699785,33.424502173335526,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,SLV,Gini,NA,41.751915,35.85379004863421,30.78886946506625,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,SLV,Gini,NA,41.751915,35.12060849064785,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GNQ,Gini,NA,49.411106,44.20983041806669,39.556068742808854,35.39218675099011,31.666617103972936,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GNQ,Gini,NA,49.411106,42.43099796966942,36.43694170096274,31.289641631063933,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GNQ,Gini,NA,49.411106,41.56331772844194,34.96196544548944,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,EST,Gini,NA,34.905384,31.23105779736034,27.943510695715663,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,27.56049108890748,FALSE,FALSE
SHAPE_Gini,service,EST,Gini,NA,34.905384,29.974440920924362,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,27.30856641460039,FALSE,FALSE
SHAPE_Gini,society,EST,Gini,NA,34.905384,29.361487387577878,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,26.479398340495944,FALSE,FALSE
SHAPE_Gini,innovation,SWZ,Gini,NA,57.091419,51.081672859473954,45.70454453273124,40.89344130704189,36.58878037248317,32.73725092232034,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,SWZ,Gini,NA,57.091419,49.02634407079547,42.10058980926751,36.153208971256674,31.0459906818606,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,SWZ,Gini,NA,57.091419,48.02379423493591,40.396347701910564,33.98034107156242,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,ETH,Gini,NA,38.640999,34.57344211187429,30.934057876276,27.677774564544706,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,27.52207121718784,FALSE,FALSE
SHAPE_Gini,service,ETH,Gini,NA,38.640999,33.182340628339674,28.49480494992279,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,24.8,FALSE,FALSE
SHAPE_Gini,society,ETH,Gini,NA,38.640999,32.50378809131306,27.341328320341425,24.733976723158698,24.733976723158698,24.733976723158698,24.733976723158698,24.733976723158698,24.733976723158698,24.733976723158698,24.733976723158698,24.733976723158698,24.733976723158698,24.733976723158698,24.733976723158698,24.733976723158698,24.733976723158698,FALSE,FALSE
SHAPE_Gini,innovation,FJI,Gini,NA,48.30238,43.217814808456545,38.668477967711866,34.59802849742505,30.956056168234735,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,FJI,Gini,NA,48.30238,41.47889722829116,35.61934039844704,30.58753957313706,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,FJI,Gini,NA,48.30238,40.63068669177208,34.17746084240454,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,FIN,Gini,NA,25.760578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,service,FIN,Gini,NA,25.760578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,society,FIN,Gini,NA,25.760578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,innovation,FRA,Gini,NA,28.444317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,service,FRA,Gini,NA,28.444317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,society,FRA,Gini,NA,28.444317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,innovation,GAB,Gini,NA,47.664642,42.64720849919569,38.157936710693626,34.14122952607227,30.547342283978562,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GAB,Gini,NA,47.664642,40.931249908209296,35.14905701060932,30.183691226279343,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GAB,Gini,NA,47.664642,40.09423832485025,33.72621464040139,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GMB,Gini,NA,52.97142,47.39536684736801,42.40627868002388,37.942368444558454,33.94835312113302,30.374769074344048,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GMB,Gini,NA,52.97142,45.488360743645494,39.06240314388453,33.544214705264295,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GMB,Gini,NA,52.97142,44.558159859581856,37.48114757112517,31.52815169377701,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GEO,Gini,NA,41.928738,37.51509623410472,33.56605785402217,30.03271623851803,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GEO,Gini,NA,41.928738,36.005633975260565,30.919263011456195,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GEO,Gini,NA,41.928738,35.26934732945661,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,DEU,Gini,NA,30.175303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,service,DEU,Gini,NA,30.175303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,society,DEU,Gini,NA,30.175303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,innovation,GHA,Gini,NA,48.291748,43.20830198927365,38.65996651842608,34.59041300851985,30.949242326159442,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GHA,Gini,NA,48.291748,41.46976716812992,35.61150010512989,30.580806846494156,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GHA,Gini,NA,48.291748,40.621743334096806,34.16993792606633,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GRC,Gini,NA,33.105152,29.620327783885696,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,27.32041293536581,FALSE,FALSE
SHAPE_Gini,service,GRC,Gini,NA,33.105152,28.4285204483704,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,27.310816083818985,FALSE,FALSE
SHAPE_Gini,society,GRC,Gini,NA,33.105152,27.847179762063313,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,26.969536468325224,FALSE,FALSE
SHAPE_Gini,innovation,GRD,Gini,NA,48.537525,43.428207196225735,38.85672333474591,34.766458156812995,31.10675602666158,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,TRUE
SHAPE_Gini,service,GRD,Gini,NA,48.537525,41.68082424076439,35.79274199476575,30.736445424006632,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,TRUE
SHAPE_Gini,society,GRD,Gini,NA,48.537525,40.82848445706101,34.343843099961774,30,30,30,30,30,30,30,30,30,30,30,30,30,30,TRUE,TRUE
SHAPE_Gini,innovation,GTM,Gini,NA,53.898235,48.22462037549021,43.14824057522748,38.60622748798117,34.542330833982,30.906221536816037,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GTM,Gini,NA,53.898235,46.28424831967463,39.74585888605265,34.13112140612411,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GTM,Gini,NA,53.898235,45.33777216618527,38.13693685874729,32.07978432722478,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GIN,Gini,NA,40.166233,35.93812187613356,32.15508419681352,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GIN,Gini,NA,40.166233,34.49211096129418,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,29.619549300683246,FALSE,FALSE
SHAPE_Gini,society,GIN,Gini,NA,40.166233,33.786774660207556,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,29.185011699912685,FALSE,FALSE
SHAPE_Gini,innovation,GNB,Gini,NA,56.301422,50.37483514163819,45.072112309121174,40.327582259953935,36.08248665559517,32.2842523724528,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GNB,Gini,NA,56.301422,48.34794676669454,41.5180269612929,35.65294243159218,30.6163947823315,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GNB,Gini,NA,56.301422,47.359269617423486,39.83736713960459,33.51014138173668,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,GUY,Gini,NA,43.596664,39.00744748019672,34.901316277784595,31.227418265200694,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,GUY,Gini,NA,43.596664,37.43793878381026,32.14923188573154,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,GUY,Gini,NA,43.596664,36.672362641146435,30.847823165638374,30,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,HTI,Gini,NA,60.312328,53.963531862630546,48.283043743381,43.20051398895969,38.652998324409616,34.58417832363366,30.9436639373347,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,HTI,Gini,NA,60.312328,51.792248222778824,44.475765816400525,38.192853425608064,32.79750277514245,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,HTI,Gini,NA,60.312328,50.73313784164243,42.67537600702614,35.89739950691966,30.19594463906388,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,HND,Gini,NA,57.04142,51.036937019902325,45.664517825353514,40.85762802357961,36.5567369855454,32.70858059256614,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,HND,Gini,NA,57.04142,48.98340822824449,42.06371934034689,36.12154704505103,31.018801508508606,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,HND,Gini,NA,57.04142,47.98173639629728,40.36096975853263,33.950582079703466,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,HKG,Gini,NA,54.341419,48.62115247262644,43.5030315966977,38.92367132121678,34.82635884247481,31.160351247845952,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,service,HKG,Gini,NA,54.341419,46.664825500120465,40.072673460306454,34.411768201130506,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,society,HKG,Gini,NA,54.341419,45.71056684526333,38.450521899608226,32.34356378377427,30,30,30,30,30,30,30,30,30,30,30,30,30,FALSE,FALSE
SHAPE_Gini,innovation,HUN,Gini,NA,27.066118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
SHAPE_Gini,service,HUN,Gini,NA,27.066118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE
